ID,News/Comment,Type
TRAIN_880,ചന്ദ്രയാൻ -3 ന്റെ ടയറുകളിൽ ഐഎസ്ആർഒ ലോഗോയും ഇന്ത്യയുടെ ദേശീയ ചിഹ്നവും ചന്ദ്രോപരിതലത്തിൽ ആലേഖനം ചെയ്തിട്ടുണ്ട്.,FALSE
TRAIN_881,ദീർഘനേരം സൂര്യനെ നോക്കുന്നത് ഗുണം ചെയ്യും,MOSTLY FALSE
TRAIN_882,സൂര്യപ്രകാശം ചർമ്മ അർബുദത്തെ തടയുന്നു.,FALSE
TRAIN_883,സൂര്യന്റെ വലിയൊരു ഭാഗം തകർന്നു,FALSE
TRAIN_884,സൂര്യനെയും ചന്ദ്രനെയും ഒരുമിച്ച് പകർത്താൻ ഒരു ജർമ്മൻ ഫോട്ടോഗ്രാഫർ 16 ക്യാമറകളുമായി 62 ദിവസം കാത്തിരുന്നു,FALSE
TRAIN_885,പകൽ സമയത്ത് ദൃശ്യമാകുന്ന ചന്ദ്രൻ ഭൂമി പരന്നതാണെന്ന് തെളിയിക്കുന്നു,FALSE
TRAIN_886,കേരളത്തില് നിന്നുള്ള സൈനികനെ ഒരു സംഘം ആളുകള് ആക്രമിച്ചു. അവർ അവന്റെ പുറകിൽ 'പിഎഫ്ഐ' എന്ന അക്ഷരങ്ങൾ വരച്ചു,FALSE
TRAIN_887,നമുക്ക് ഇതിനെയൊക്കെ അക്ഷരം തെറ്റാതെ വിളിക്കാന്‍ കഴിയും സ്‌പൈഡര്‍മാന്‍,FALSE
TRAIN_888,വൈറൽ പോസ്റ്റിലെ മനുഷ്യൻ അടുത്തിടെ കേരളത്തിൽ ഗർഭിണിയായ ആനയെ കൊന്നിരുന്നു.,MOSTLY FALSE
TRAIN_889,ആനയുടെ തുമ്പിക്കൈക്കടിയിൽ പോയ പുള്ളിപ്പുലിയുടെ കഥയും കേരളത്തിൽ രണ്ട് ആനകൾ തമ്മിൽ പൊട്ടിപ്പുറപ്പെട്ട പോരാട്ടത്തിന്റെ കെട്ടുകഥയും,FALSE
TRAIN_890,കേരളത്തില് ഗര് ഭിണിയായ ആനയെ രണ്ട് മുസ്ലീം യുവാക്കള് കൊന്നു,FALSE
TRAIN_891,ആന ചരിഞ്ഞ കേസില് അംസത്ത് അലിയും തമീം ഷെയ്ഖും അറസ്റ്റില്,FALSE
TRAIN_892,2021 ലെ നിയമസഭാ തിരഞ്ഞെടുപ്പിൽ അധികാരത്തിൽ വന്നാൽ നല്ല ഗുണനിലവാരമുള്ള ബീഫ് വാഗ്ദാനം ചെയ്ത് ബിജെപി സ്ഥാനാർത്ഥി,FALSE
TRAIN_893,ആഭ്യന്തര ട്വന്റി-20യില് മുംബൈക്കെതിരെ വെറും 37 പന്തില് സെഞ്ച്വറി നേടിയ മലയാളി ക്രിക്കറ്റ് താരം അസ്ഹറുദ്ദീന് ഇസ്ലാമോഫോബിയയുടെ ഉദാഹരണമായി 'കേരളത്തില് ജനിച്ച മുസ്ലിം ബാലന് മുംബൈ സ്ഫോടനം' എന്ന തലക്കെട്ടില് വാര്ത്ത നല്കി.,FALSE
TRAIN_894,കര്‍ണാടക പി.യു.സി പരിക്ഷയില്‍ ഒന്നാം സ്ഥാനം നേടിയത് ഹിജാബ് സമര നായിക മുസ്കാന്‍ ഖാൻ.,FALSE
TRAIN_895,അടിച്ചമര്‍ത്താന്‍ കേന്ദ്ര സേന എത്തുമെന്ന് പറഞ്ഞതിനാല്‍ വിഴിഞ്ഞം സമരം അവസാനിപ്പിച്ചു.,HALF TRUE
TRAIN_896,2017ല്‍ കാനഡ അഭയം കൊടുത്ത മുസ്ലീം അഭയാര്‍ഥികള്‍ ഇപ്പോള്‍ കനേഡിയന്‍ പാര്‍ലമെന്റ് ഹൗസില്‍ കടന്ന് കൂടി പ്രതിഷേധം നടത്തുകയാണ്.,MOSTLY FALSE
TRAIN_897,വിഴിഞ്ഞം തുറമുഖ നിര്‍മാണത്തിനെതിരെ നടത്തിവന്ന നിരാഹാര സമരം ഭക്ഷണം നല്‍കാത്തതിനെ തുടര്‍ന്ന് അവസാനിപ്പിച്ചു.,HALF TRUE
TRAIN_898,പാർട്ടിയുടെ കൊടിക്ക് മഹത്വം ഉണ്ടെന്നും സംരംഭങ്ങളുടെ മുന്നിൽ നാട്ടാനുള്ളതല്ലെന്നും അതെന്നും പി രാജീവ്,FALSE
TRAIN_899,പിഐബി അക്രഡിറ്റേഷന്‍ പട്ടികയില്‍ നിന്നു മീഡിയവണ്‍ മാധ്യമത്തെ ഒഴിവാക്കി,FALSE
TRAIN_900,തമിഴ്‌നാട്ടിൽ കണ്ടെത്തിയ മിമിക്രി ചെയ്യുന്ന പക്ഷി.,FALSE
TRAIN_901,കടകൾ കത്തിക്കുന്ന വീഡിയോ തമിഴ്നാട്ടിൽ നിന്നുള്ളതാണ്.,FALSE
TRAIN_902,തമിഴ്‌നാട്ടിൽ നാട്ടുകാരും ഒരു സംഘം ഹിന്ദി സംസാരിക്കുന്നവരും തമ്മിൽ സംഘർഷം പൊട്ടിപ്പുറപ്പെട്ടു,HALF TRUE
TRAIN_903,എല്ലാവർഷവും പിത്ര പക്ഷത്തിൽ പ്രത്യക്ഷപ്പെടുകയും ദീപാവലിയോടെ വറ്റി അപ്രത്യക്ഷമാകുകയും ചെയ്യുന്ന ദക്ഷിണേന്ത്യയിലെ നദിയാണ് ഇത് ..,FALSE
TRAIN_904,ബിജെപിയില്‍ ചേര്‍ന്നത് തെറ്റായിപ്പോയെന്ന് ഇ ശ്രീധരന്‍,FALSE
TRAIN_905,മെട്രോമാൻ ഇ ശ്രീധരൻ ഐക്യരാഷ്ട്രസഭ ഉപദേശക സമിതിയിൽ,PARTLY FALSE
TRAIN_906,വൈറ്റിലയിലെ ഗതാഗതക്കുരുക്കിൽനിന്ന് ശാശ്വത പരിഹാരം ലഭിക്കാൻ മെട്രോമാൻ ഈ ശ്രീധരൻ തയ്യാറാക്കിയ മേൽപ്പാലത്തിന്റെ രൂപരേഖ.,MOSTLY FALSE
TRAIN_907,ഇ ശ്രീധരനെ ഐക്യരാഷ്ട്രസഭ ഉപദേശക സമിതി അംഗമായി നിയമിച്ചു,HALF TRUE
TRAIN_908,മലപ്പുറത്ത് മാസ്‌ക് വയ്ക്കാത്തതിന്റെ പേരില്‍ വയോധികയ്ക്ക് പോലീസ് പിഴ നല്‍കി,MOSTLY TRUE
TRAIN_909,തലശേരിയില്‍ ബോംബ് സ്‌ഫോടനത്തില്‍ സിപിഎം പ്രവര്‍ത്തകന്റെ കൈപ്പത്തി അറ്റുപോയതായി വാര്‍ത്ത,MOSTLY FALSE
TRAIN_910,തലശേരി അതിരൂപതയിലെ സ്‌കൂളുകളില്‍ മദ്രസ പഠനം,FALSE
TRAIN_911,1971-72 ലെ തലശ്ശേരി വർഗീയ കലാപത്തിൽ കേരള മുഖ്യമന്ത്രി പിണറായി വിജയനെ അജിത് ഡോവൽ അറസ്റ്റ് ചെയ്തു,FALSE
TRAIN_912,ണ്ണൂർ തലശ്ശേരിയിൽ കാറിൽ ചാരിനിന്നു എന്ന കുറ്റത്തിന് ആറുവയസ്സുള്ള കുട്ടിയെ നിര്‍ദ്ദയം ചവിട്ടി പരിക്കേറ്റ കുട്ടിയായ ഗണേഷിനെ ചിത്രം,FALSE
TRAIN_913,തലശേരി ഇന്ധിരാഗാന്ധി സഹകരണ ആശുപത്രിയിലെ വിജയത്തിനു ശേഷം കോണ്‍ഗ്രസിനെതിരെ കോണ്‍ഗ്രസുകാര്‍ തന്നെ പ്രതിഷേധിക്കുന്നു.,MOSTLY FALSE
TRAIN_914,"ഉത്തർപ്രദേശ് മുഖ്യമന്ത്രി യോഗി ആദിത്യനാഥിനൊപ്പമുള്ള തലശ്ശേരി എം.എൽ.എ, എ.എൻ ഷംസീറിന്റെ സെൽഫി",HALF TRUE
TRAIN_915,"ഷാഹീൻബാദിലെ മുൻ എം എൽ എയുടെ അനുയായികൾ ""പാക്കിസ്ഥാൻ സിന്താബാദ്"" എന്ന മുദ്രാവാക്യം ഉയർത്തി.",FALSE
TRAIN_916,ഭാരത് ജോഡോ യാത്രയില്‍ പാക് അനുകൂല മുദ്രാവാക്യം വിളിച്ചത് ചോദ്യം ചെയ്ത പൊലീസുകാരനെ മര്‍ദ്ദിക്കുന്നു.,HALF TRUE
TRAIN_917,സിഎഎ സമരത്തില്‍ പാകിസ്ഥാന്‍ മുദ്രാവാക്യം വിളിച്ച അമൂല്യ ലിയോണ രാഹുല്‍ ഗാന്ധിക്കൊപ്പം ഭാരത് ജോഡോ യാത്രയില്‍.,FALSE
TRAIN_918,പാക് അസ്സംബ്ലിയില്‍ മോദി-മോദി മുദ്രാവാക്യങ്ങള്‍ വിളിച്ചു,FALSE
TRAIN_919,പാകിസ്ഥാൻ എംപിമാർ മോദി അനുകൂല മുദ്രാവാക്യം വിളിക്കുന്നു.,FALSE
TRAIN_920,കാർഷിക സമരത്തിനിടയിൽ പ്രക്ഷോഭകാരികൾ ദേശീയ പതാകയുടെ മുകളിൽ കയറിനിന്ന് ഖാലിസ്ഥാനി മുദ്രാവാക്യങ്ങൾ വിളിച്ചു,MOSTLY FALSE
TRAIN_921,പാക്കിസ്ഥാൻ ക്രിക്കറ്റ് ടീമിന്റെ ആരാധകർക്കൊപ്പം പാക്കിസ്ഥാൻ അനുകൂലവും മോദി വിരുദ്ധവുമായ മുദ്രാവാക്യങ്ങൾ വിളിക്കുന്ന ഒരു സ്ത്രീയുടെ വീഡിയോ.,HALF TRUE
TRAIN_922,ഉജ്ജയിനിയിലെ പള്ളിയുടെ മുന്നിൽ ദേശ സ്നേഹ മുദ്രാവാക്യം,FALSE
TRAIN_923,മുസ്ലീം ലീഗ് റാലിയില്‍ മുദ്രാവാക്യം വിളിക്കുന്ന ചെറുപ്പക്കാരന്‍ കഴിഞ്ഞദിവസം കൊല്ലപ്പെട്ട മന്‍സൂറല്ല,FALSE
TRAIN_924,മാക്സിമം ഇത് എല്ലാവരിലേക്ക് എത്തുവാൻ എല്ലാവരും ഷെയർ ചെയ്യുക,HALF TRUE
TRAIN_925,മുല്ലപ്പെരിയാർ ഡാം തകരും ഞെട്ടിക്കുന്ന റിപ്പോർട്ട് ഇതാ ഡാം തുറക്കുന്ന വീഡിയോ ദൃശ്യം Mullaperiyar,HALF TRUE
TRAIN_926,"ഉത്തർ പ്രദേശിൽ ഒരു സർക്കാർ ഓഫീസിൽ ഉദ്യോഗസ്ഥൻ കർഷകരോട് കൈക്കൂലി ആവശ്യപ്പെട്ടു.. കർഷകർ 40 പാമ്പുകളെ കവറിലാക്കി അഴിച്ച് വിട്ട് ഓഫീസിന്റെ വാതിൽ പുറത്ത് നിന്ന് അടച്ചു, ഇനി ജീവിതത്തിൽ കൈക്കൂലി വാങ്ങിക്കില്ലെന്ന് കേണപേക്ഷിച്ചിട്ടാണെത്രേ ഉദ്യോഗസ്തരെ കർഷകർ രക്ഷപ്പെടുത്തിയത്. ഇങ്ങനെ രസകരമ...",HALF TRUE
TRAIN_927,"പൊതുമുതൽ മോഷ്ടിക്കുന്നതിന്റെ നേർച്ചിത്രം... 11 ലക്ഷത്തിന്റെ സർക്കാർ ബസ് വെയിറ്റിംഗ് ഷെഡും, 1,22,700 രൂപക്ക് നാട്ടുകാർ നിർമിച്ച ബസ് വെയിറ്റിംഗ് ഷെഡും. വികസനത്തിന്റെ പേരിൽ രാഷ്ട്രീയക്കാർ അടിച്ചു മാറ്റുന്ന കോടികൾ എത്രയാണെന്നും എത്ര ലാഘവത്തോടെയാണ് പൊതു ഖജനാവ് കൊള്ളയടിക്കുന്നതെന്നും ...",FALSE
TRAIN_928,Claim by പീഡിപ്പിക്കപ്പെട്ട 5 വയസ്സുകാരിയേയും കൊണ്ട് പാർലിമെന്റിന് ചുറ്റും അലറി വിളിച്ചുകൊണ്ട് നടക്കേണ്ടി വരുന്ന ഒരു പിതാവിന്റെ അവസ്ഥ.... ഈ രാജ്യത്ത് സാധാരണക്കാരന്റെ ജീവിതം എങ്ങോട്ടാണെന്നതിന്റെ വ്യക്തമായ സൂചനയാണ്.... ബേട്ടീ ബച്ചാവോ 😡:,FALSE
TRAIN_929,"കൊല്ലത്ത് ഇന്ത്യൻ സൈനികനെ ഇ.സ്ലാമിക തീവ്ര-വാദികൾ മർദിച്ചു, ശരീരത്തിൽ #PFI എന്നെഴുതി.",FALSE
TRAIN_930,,FALSE
TRAIN_931,This leopard drank desi liquor from a bhatti of desi daru. Villagers had to drop him to his abode. സന്ദേശം: ഈ etiquette നല്ല മദ്യപരും പിന്തുടരേണ്ടതാണ്.. ഇവിടെയുള്ളവൻ പൂസായാൽ അവനെ വീട്ടിൽ സുരക്ഷിതമായി എത്തിക്കണം!,FALSE
TRAIN_932,മികച്ച ആഭ്യന്തരമന്ത്രിക്കുള്ള പുരസ്‌ക്കാരം മുഖ്യമന്ത്രി പിണറായി വിജയന്‍ ഏറ്റുവാങ്ങുന്നു.,MOSTLY FALSE
TRAIN_933,കുഴഞ്ഞുവീണ യുവാവിനെ തോളിലേടുത്ത് ആശുപത്രിയിലെത്തിക്കാന്‍ നേതൃത്വം നല്‍കിയ പൊലീസ് ഇന്‍സ്‌പെക്ടര്‍ രാജേശ്വരിക്ക് രക്ഷാപ്രവര്‍ത്തനത്തിന് ലഭിച്ച അവാര്‍ഡ്.,HALF TRUE
TRAIN_934,ലോകത്തിലെ ഏറ്റവും ആരോഗ്യപ്രദമായ പ്രഭാതഭക്ഷണത്തിനുള്ള UNESCO പുരസ്കാരം പഴങ്കഞ്ഞിക്ക് ലഭിച്ചു.,FALSE
TRAIN_935,ഉദിത് രാജിന്റെ വീഡിയോ,HALF TRUE
TRAIN_936,പ്രധാനമന്ത്രി മോദിയുടെയും കോൺഗ്രസ് നേതാവ് രാഹുൽ ഗാന്ധിയുടെയും എഡിറ്റ് ചെയ്ത ഫോട്ടോകൾ സമൂഹമാധ്യമങ്ങളിൽ വൈറലാകുന്നു,FALSE
TRAIN_937,"ജിന്ന എപ്പോഴും ശരിയായിരുന്നു. എന്തൊരു ധീരയായ പെൺകുട്ടി. അവളുടെ ധീരതയെ അഭിവാദ്യം ചെയ്യുക, റാണാഅയ്യൂബ്. അല്ലാഹു അവളോടൊപ്പം ഉണ്ടാകട്ടെ",FALSE
TRAIN_938,സിപിഎം പരിപാടിയിൽ നിന്നും വിലക്കി കോൺഗ്രസ്സ് തരൂരിനെ ബിജെപി നേതാവിനൊപ്പമുള്ള പരിപാടിയിൽ അയച്ചു.,PARTLY FALSE
TRAIN_939,സന്ദീപ് വാര്യർ സദാചാര പോലീസിങ്ങിന് വിധേയനായി,FALSE
TRAIN_940,രാഹുല്‍ ഗാന്ധി ദേശ വിരുദ്ധ പ്രവർത്തനങ്ങള്‍ ചെയ്തുവെന്ന ആരോപണം നേരിടുന്ന അമൂല്യ ലിയോണയെ കണ്ടു,FALSE
TRAIN_941,"നോക്കിയ സ്മാർട്ട്ഫോൺ 2020 എന്ന പേജ് പങ്കിട്ട ഒരു സോഷ്യൽ മീഡിയ പോസ്റ്റ് ഇപ്രകാരമാണ്: “എല്ലാവർക്കും ഹായ്, ഈ മഹാമാരിയാൽ 2000 ഫോണുകൾ ആളുകൾക്ക് നൽകാൻ നോക്കിയ തയ്യാറാണ്.",FALSE
TRAIN_942,ബ്രൂസ് ലീ നഞ്ചാക്കസിനൊപ്പം 2v1 ടേബിൾ ടെന്നീസ് കളിക്കുന്നത് വീഡിയോ കാണിക്കുന്നു.,FALSE
TRAIN_943,20 വർഷത്തിന് ശേഷം നോക്കിയ 3310 ഓൺ ചെയ്യുമ്പോൾ 70% ചാർജായിരുന്നു.,FALSE
TRAIN_944,ഇന്ത്യൻ ഫുട്ബോൾ താരം സഹൽ അബ്ദുൽ സമദിനെ ഇംഗ്ലണ്ടിലെ ബ്ലാക്ക്ബേൺ റോവേഴ്സ് ക്ലബ് നാലാഴ്ചത്തെ ട്രയലിനായി ക്ഷണിച്ചു.,MOSTLY FALSE
TRAIN_945,91000 കോടി വായ്പയെടുത്ത് IL&FC ഡയറക്ടര്‍ രവി പാർത്ഥസാരഥി ഇംഗ്ലണ്ടിലേക്ക് മുങ്ങി,FALSE
TRAIN_946,പ്രയാഗ്‌രാജിൽ പാകിസ്ഥാൻ പതാക ഉയർത്തിയ പള്ളി പൊളിച്ചു.,FALSE
TRAIN_947,പാകിസ്ഥാന്‍ പതാക ഉയര്‍ത്തിയതിന് യുപിയിലെ പ്രയാഗ്‌രാജില്‍ മസ്ജിദ് പൊളിച്ചു നീക്കുന്ന ദൃശ്യം.,MOSTLY FALSE
TRAIN_948,സിംബാബ്‌വെ ക്രിക്കറ്റ് ഇതിഹാസം ഹീത്ത് സ്ട്രീക്ക് അന്തരിച്ചു,FALSE
TRAIN_949,വനിതാ ക്രിക്കറ്റ് താരം റാഷി കനോജിയയുടെ ഫോട്ടോ,HALF TRUE
TRAIN_950,ഇന്നലെ നടന്ന ടി20 ക്രിക്കറ്റ് മത്സരത്തില്‍ പാകിസ്ഥാന്‍ പരാജയപ്പെട്ടപ്പോള്‍ ടിവി തല്ലിപ്പൊളിക്കുന്ന ആരാധകന്‍.,FALSE
TRAIN_951,ക്രിക്കറ്റ് മല്‍സരത്തില്‍ പാകിസ്ഥാനെതിരെ ഇന്ത്യയുടെ വിജയം ആഘോഷിക്കുന്ന ദുബായ് ഷെയ്ഖ്,FALSE
TRAIN_952,മൂത്ത സഹോദരൻ വിരാട് കോലി ഇളയ സഹോദരൻ ഋഷഭ് പന്തിനെ കാണാൻ ആശുപത്രിയിൽ എത്തി,FALSE
TRAIN_953,വിരാട് കോഹ്‌ലി ഭാരത് ജോഡോ യാത്രയുടെ ടി ഷര്‍ട്ട് ധരിച്ചു,FALSE
TRAIN_954,ഭാരത് ജോഡോ യാത്രയുടെ ലോഗോ പ്രിന്റ് ചെയ്ത ടീ ഷേര്‍ട്ട് ധരിച്ച് വിരാട് കോഹ്ലി.,FALSE
TRAIN_955,റിപ്പബ്‌ളിക് ദിന പരേഡില്‍ തമിഴ് എഴുതിയ ടാബ്ലോയുമായി തമിഴ്‌നാട്,MOSTLY FALSE
TRAIN_956,തമിഴ് താരം വിജയുടെ ഇറങ്ങാനിരിക്കുന്ന ചിത്രത്തിന്റെ ഫസ്റ്റ് ലുക്ക് പോസ്റ്റർ ഓട്ടോ ബ്രാൻഡിനായി ദുൽഖർ സൽമാൻ അഭിനയിച്ച പരസ്യചിത്രത്തിൽ നിന്ന് പകർത്തിയതാണ്.,FALSE
TRAIN_957,വിജയ് നായകനാകുന്ന തമിഴ് ചിത്രം ബീസ്റ്റ് നിരോധിക്കണമെന്നാവശ്യപ്പെട്ട് IUML രംഗത്തുവന്നു,MOSTLY FALSE
TRAIN_958,"ഊട്ടി ട്രെയിൻ അന്താരാഷ്ട്ര നിലവാരത്തിലേക്ക് ഉയർത്തപ്പെട്ടതായി ധനമന്ത്രി പ്രഖ്യാപിച്ചതായി ഉദ്ധരിച്ച തമിഴ് പ്രാദേശിക വാർത്താ ചാനലായ പുത്തിയത്തലൈമുരൈയുടെ വൈറൽ ഗ്രാഫിക് പ്ലേറ്റ്. 3,000 രൂപ ടിക്കറ്റ് നിരക്ക് താങ്ങാൻ കഴിയുന്നില്ലെങ്കിൽ ആളുകൾ ഊട്ടി സന്ദർശിക്കാൻ ആഗ്രഹിക്കുന്നത് എന്തുകൊണ...",FALSE
TRAIN_959,"ഫേസ്ബുക്ക് ഉപയോക്താവ് ഗണേഷ് ചേതന ഗൗഡ 2020 നവംബർ 22 ന് കന്നഡയിൽ വീഡിയോ അപ്‌ലോഡ് ചെയ്തു, “ഇങ്ങനെ എഴുതി,“ പാക്കിസ്ഥാൻ മാധ്യമപ്രവർത്തകൻ മോദിയെക്കുറിച്ച് സംസാരിക്കുന്നു… ”",FALSE
TRAIN_960,"ആന്ധ്രാ കരീം നഗറിലെ, നീല ഗിരി തോട്ടത്തില്‍ കണ്ട പാമ്പ്. മനുഷ്യന്‍ കരയുന്നത് പോലെ കരയുന്നു..",MOSTLY FALSE
TRAIN_961,ഡൽഹി ജഗന്നാഥ ക്ഷേത്രത്തിന്റെ ശ്രീകോവിലിൽ രാഷ്ട്രപതി ദ്രൗപതി മുർമുവിനെ പ്രവേശിപ്പിച്ചില്ല.,PARTLY FALSE
TRAIN_962,*അറിയാത്തവർ അറിയട്ടെ* ..... _മാധ്യമങ്ങൾ നിങ്ങളോട് പറയാത്തത്_..??? *Fair & Lovely* എന്ന ക്രീമിൽ *പന്നി* നെയ്യ് ചേർത്തിട്ടുണ്ട് എന്നത് ചെന്നൈ ഹൈക്കോടതിയിൽ കമ്പനി സമ്മതിച്ചു എന്നതും *Kit Kat* എന്ന ചോക്ലേറ്റിൽ മാടിന്റെ ഇറച്ചിയിൽ നിന്നും വേർതിരിക്കുന്ന പദാർത്ഥങ്ങൾ ഉണ്ട് എന്നത് _നെസ്ല...,MOSTLY FALSE
TRAIN_963,ചെന്നൈയിൽ മുകളിലെ കോൺക്രീറ്റ് തറ തകർന്നതിനെ തുടർന്ന് ആളുകൾ ഓവുചാലിലേക്ക് വീഴുന്നു.,FALSE
TRAIN_964,"കാശിനുവേണ്ടി കോവിഡ് രോഗികളെ അതിക്രൂരമായി കൊല്ലുന്നു, ബാംഗ്ലൂർ ഹോസ്പിറ്റലിൽ നിന്നുള്ള ദൃശ്യം",MOSTLY FALSE
TRAIN_965,സ്വപ്ന സുരേഷിനെ പിടികൂടിയത് ബാംഗ്ലൂരിൽ പിണറായി വിജയന്‍റെ മകൾ വീണയുടെ ഫ്ലാറ്റിൽ നിന്ന് എന്ന വാർത്തയുടെ സ്ക്രീന്‍ഷോട്ട്,FALSE
TRAIN_966,കോയമ്പത്തുരിൽ ചില റെസ്റ്റാറ്റാറ ണ്ടുകളിൽ ഹിന്ദു കസ്റ്റമര്മാർക്ക് പ്രത്യുത്പാദനശേഷി നശിക്കാനുള്ള മരുന്ന് ചേർത്ത് ബിരിയാണിയും മുസ്‌ലിംകൾക്ക് ആ മരുന്ന് ചേർക്കാത്ത ബിരിയാണിയും വിളമ്പിയതിന് ചിലരെ പോലീസ് അറസ്റ്റ് ചെയ്തു,FALSE
TRAIN_967,കടുത്ത മഴയിൽ കേരളത്തിലെ റോഡിലൂടെ ഒഴുകിപ്പോകുന്ന ബിരിയാണി ചെമ്പിന്റെ വീഡിയോ.,MOSTLY FALSE
TRAIN_968,WD നിർമ്മിച്ച മെഡിക്കൽ കോളേജ് പാലം തകർന്നു.,PARTLY FALSE
TRAIN_969,യോഗി സര്‍ക്കാര്‍ അധികാരമേറ്റെടുക്കും മുന്‍പ് യുപിയില്‍ 12 മെഡിക്കല്‍ കോളെജുകള്‍ മാത്രമാണ് ഉണ്ടായിരുന്നത്,MOSTLY FALSE
TRAIN_970,കോവിഡ് ലക്ഷണങ്ങൾ തിരിച്ചറിയുന്നതിനായി ഡൽഹി AIIMS പുറപ്പെടുവിച്ച സന്ദേശം,MOSTLY FALSE
TRAIN_971,കോണ്‍ഗ്രസ് സര്‍ക്കാരുകള്‍ രാജ്യത്തിന് നല്‍കിയത് രണ്ട് AIIMS ആശുപത്രികള്‍ മാത്രമാണ്,MOSTLY FALSE
TRAIN_972,ഇദേഹം ഡോ. സഹീദ് മജീദ്. എഐഎംഎസിലെ സീനിയർ ഡോക്ടറാണ്. ഇദേഹം ഇപ്പോൾ ക്വാറന്‍റൈനിലാണ്. കാരണം ചികിത്സയിലുണ്ടായിരുന്ന കൊവിഡ് രോഗിക്ക് ഹൃദയാഘാതം സംഭവിച്ചപ്പോൾ തന്‍റെ സുരക്ഷാ പരിഗണിക്കാതെ പിപിഇ കിറ്റൊക്കെ ഊരിമാറ്റി രോഗിയുടെ വായിൽ സ്വന്തം വായ ചേർത്തുവച്ച് ശ്വസം നൽകി ജീവൻ രക്ഷിച്ച മാലാഖ,HALF TRUE
TRAIN_973,കേരളത്തിൽ കാസർഗോഡ് മുതൽ കന്യാകുമാരിവരെ പത്തുവരി പാത നിർമ്മിക്കും എന്ന് മുഖ്യമന്ത്രി പിണറായി വിജയൻ.,FALSE
TRAIN_974,പഴയ എഞ്ചിനുമായി വന്ദേ ഭാരത് എക്‌സ്പ്രസ്സ്,FALSE
TRAIN_975,വന്ദേഭാരത് എക്‌സ്പ്രസിൽ പോസ്റ്റർ പതിച്ചത് സിപിഎം പ്രവർത്തകർ,FALSE
TRAIN_976,കേരളത്തിലെ വന്ദേ ഭാരത് എക്‌സ്പ്രസിൽ മാലിന്യങ്ങൾ.,FALSE
TRAIN_977,കേരളത്തിൽ പുതുതായി ഉദ്ഘാടനം ചെയ്ത വന്ദേ ഭാരത് എക്‌സ്‌പ്രസിന്റെ മേൽക്കൂര ചോർന്നൊലിക്കുന്നതിനാൽ ലോക്കോ പൈലറ്റ് കുട പിടിച്ചിരിക്കുന്നത് ഫോട്ടോ,PARTLY FALSE
TRAIN_978,റഷ്യയിൽ നിന്ന് 120 വന്ദേ ഭാരത് ട്രെയിനുകൾ,HALF TRUE
TRAIN_979,വന്ദേ ഭാരത് ട്രയിനുകള്‍ കേരളത്തിന് അനുവദിച്ചാല്‍ കെ റെയില്‍ ഒഴിവാക്കുന്നതില്‍ പ്രശ്‌നമില്ലെന്ന് ധനമന്ത്രി കെഎന്‍ ബാലഗോപാല്‍,MOSTLY FALSE
TRAIN_980,യു പിയിലെ വാരാണസിയിൽനിന്നുള്ള ഒരു പച്ചക്കറി വിൽപ്പനക്കാരൻ കസ്റ്റമര്മാര് തക്കാളി മോഷ്ടിക്കുന്നത് തടയാൻ കൂലിക്കാരെ ഏർപ്പെടുത്തി,FALSE
TRAIN_981,ഫ്രാൻസിൽ കലാപകാരികൾ മൃഗശാല തുറന്നുവിട്ടപ്പോൾ പുറത്തെത്തിയ സീബ്ര,FALSE
TRAIN_982,പ്രിയങ്കാ ഗാന്ധിയുടെ മകള്‍ ജോനിതാ ഗാന്ധിയുടെ ഗാനം.,MOSTLY FALSE
TRAIN_983,നെഹ്രു കുടുംബത്തിൽ നിന്നും ഒരു ഗായിക.... പ്രിയങ്ക ഗാന്ധിയുടെയും റോബർട്ട് വദേരയുടേയും മകൾ ജോനിറ്റ ഗാന്ധി യുടെ മനോഹര ഗാനങ്ങൾ,FALSE
TRAIN_984,ശോചനീയാവസ്ഥയിലുള്ള കേരളത്തിലെ റോഡ്.,HALF TRUE
TRAIN_985,"ചൈന അമേരിക്കയിലേക്ക് ഫെന്റാനൈല് അയക്കുന്നത് പ്രതിവര് ഷം 80,000 അമേരിക്കക്കാരെയാണ്.",HALF TRUE
TRAIN_986,"ആറ് ദശലക്ഷം അല്ലെങ്കിൽ 7 ദശലക്ഷം ആളുകൾ ""നിയമവിരുദ്ധമായി ബൈഡന്റെ കീഴിൽ വന്നു.""",MOSTLY FALSE
TRAIN_987,"90 കളുടെ മധ്യം മുതൽ, ഈ രാജ്യം തുടർച്ചയായ പരിഹാരവും ഓമ്നിബസ് ചെലവിടൽ ബില്ലും (കൾ) കൊണ്ട് ഭരിക്കപ്പെടുന്നു. ... അതുകൊണ്ടാണ് നമ്മള് 33 ട്രില്യണ് ഡോളര് കടക്കെണിയിലായത്.",HALF TRUE
TRAIN_988,ഇന്റർനെറ്റിന് മികച്ച വിശ്രമം നൽകണമെന്ന് വേൾഡ് ഇക്കണോമിക് ഫോറം ട്വീറ്റ് ചെയ്തു.,FALSE
